LZZ.GA.AH,"LZZ-Skin and subcutaneous cell tissue, unspecified",GA-Destruction,AH-External,"Destruction of lesion or tissue of skin and subcutaneous cell tissue, site not specified, without incision","Dermabrasion (by laser);<br/><span class=""tab-space""></span> Destruction of skin by:<br/><span class=""tab-space""></span> cauterization;<br/><span class=""tab-space""></span> cryosurgery;<br/><span class=""tab-space""></span> diathermy;<br/><span class=""tab-space""></span> Electrolysis and other epilation of skin",that with Z-plasty,"adipectomy (<a href=""#http://id.who.int/ichi/entity/877970919"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{9}-{LZ}-{13853}"" title=""Size reduction plastic operation, site not specified"">LZZ.LL.AA</a>);<br/> biopsy of skin (<a href=""#http://id.who.int/ichi/entity/1780888581"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{9}-{LZ}-{13827}"" title=""Closed biopsy of skin and subcutaneous cell tissue, site not specified"">LZZ.AD.AE</a>);<br/> wide or radical excision of skin (<a href=""#http://id.who.int/ichi/entity/334409549"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{9}-{LZ}-{13849}"" title=""Radical excision of skin lesion, site not specified"">LZZ.JL.AA</a>);<br/> Z-plasty without excision (<a href=""#http://id.who.int/ichi/entity/2004179419"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{9}-{LZ}-{13834}"" title=""Release of scar or web contracture of skin, site not specified"">LZZ.FC.AA</a>)"
LZZ.GA.BA,"LZZ-Skin and subcutaneous cell tissue, unspecified",GA-Destruction,"BA-Radiation, not otherwise specified","Destruction of lesion or tissue of skin and subcutaneous cell tissue, site not specified, using external beam","Teletherapy;<br/> Therapy, radiation",,
LZZ.FC.AA,"LZZ-Skin and subcutaneous cell tissue, unspecified",FC-Release,AA-Open approach,"Release of scar or web contracture of skin, site not specified","Relaxation of scar or web contracture of skin, site not specified",z-plasty of skin,"z-plasty with excision of lesion (<a href=""#http://id.who.int/ichi/entity/1063212309"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{9}-{LZ}-{13847}"" title=""Excision of lesion or tissue of skin and subcutaneous cell tissue, site not specified, not elsewhere classified"">LZZ.JJ.AA</a>)"
LZZ.JA.ZZ,"LZZ-Skin and subcutaneous cell tissue, unspecified",JA-Irrigation,ZZ-Other and unspecified means,"Irrigation of skin and subcutaneous cell tissue, not elsewhere classified","Irrigation of wound, NEC;<br/> Wound cleaning, NEC",,"nonexcisional debridement (<a href=""#http://id.who.int/ichi/entity/1924617588"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{9}-{LZ}-{13844}"" title=""Debridement of skin and subcutaneous cell tissue, not elsewhere classified, without incision"">LZZ.JG.AH</a>)"
LUB.PM.ZZ,LUB-Function of hair,PM-Education,ZZ-Other and unspecified means,Education about hair loss and use of hair replacements,,,
LZZ.JB.AA,"LZZ-Skin and subcutaneous cell tissue, unspecified",JB-Drainage,AA-Open approach,"Drainage of skin and subcutaneous cell tissue, not elsewhere classified","Aspiration of:<br/><span class=""tab-space""></span> abscess of skin or subcutaneous tissue NEC;<br/><span class=""tab-space""></span> haematoma of skin or subcutaneous tissue NEC;<br/><span class=""tab-space""></span> seroma of skin or subcutaneous tissue NEC;<br/><span class=""tab-space""></span> Drainage of:<br/><span class=""tab-space""></span> pilonidal sinus or cyst NEC;<br/><span class=""tab-space""></span> skin and subcutaneous tissue NEC;<br/><span class=""tab-space""></span><br />
Drainage of wound NEC",,"drainage of: fascial compartments of face and mouth (<a href=""#http://id.who.int/ichi/entity/383385942"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{8}-{KB}-{13250}"" title=""Drainage of stomach"">KBF.JB.AC</a>);<br/> palmar or thenar space (<a href=""#http://id.who.int/ichi/entity/323759752"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{10}-{MG}-{14351}"" title=""Percutaneous drainage of finger or hand joint"">MGJ.JB.AE</a>);<br/> percutaneous drainage (<a href=""#http://id.who.int/ichi/entity/688367673"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{9}-{LZ}-{13840}"" title=""Percutaneous drainage of skin and subcutaneous cell tissue, not elsewhere classified"">LZZ.JB.AE</a>);<br/> that of soft tissue NOS (<a href=""#http://id.who.int/ichi/entity/1683973978"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{10}-{MR}-{14787}"" title=""Drainage of soft tissue, not elsewhere classified"">MRS.JB.AA</a>)"
LZZ.JB.AE,"LZZ-Skin and subcutaneous cell tissue, unspecified",JB-Drainage,AE-Percutaneous,"Percutaneous drainage of skin and subcutaneous cell tissue, not elsewhere classified",Percutaneous drainage of wound NEC,,
LZZ.JD.AA,"LZZ-Skin and subcutaneous cell tissue, unspecified",JD-Removal (of internal device or foreign body),AA-Open approach,"Removal of foreign body from skin and subcutaneous cell tissue, site not specified","Extraction of foreign body, skin NOS;<br/> Removal of carotid sinus baroreflex activation device;<br/> Removal of device, subcutaneous pocket;<br/> Removal of loop recorder;<br/> Removal of neurostimulator pulse generator (single array, dual array);<br/> Removal of tissue expander from skin or soft tissue;<br/> Removal of sutures (clips etc.), skin NEC",,"removal of foreign body without incision (<a href=""#http://id.who.int/ichi/entity/379103810"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{9}-{LZ}-{13842}"" title=""Removal of foreign body or device from skin and subcutaneous cell tissue, site not specified, without incision"">LZZ.JD.AH</a>)"
LZZ.JD.AH,"LZZ-Skin and subcutaneous cell tissue, unspecified",JD-Removal (of internal device or foreign body),AH-External,"Removal of foreign body or device from skin and subcutaneous cell tissue, site not specified, without incision",,,
LZZ.JG.AA,"LZZ-Skin and subcutaneous cell tissue, unspecified",JG-Debridement,AA-Open approach,"Debridement of skin and subcutaneous cell tissue, not elsewhere classified, with incision","Excisional debridement of:<br/><span class=""tab-space""></span> pedicle or flap graft NEC;<br/><span class=""tab-space""></span> wound NOS;<br/><span class=""tab-space""></span> Defatting of pedicle or flap graft NEC;<br/><span class=""tab-space""></span> Removal by excision of:<br/><span class=""tab-space""></span> devitalised tissue;<br/><span class=""tab-space""></span> necrosis;<br/><span class=""tab-space""></span> slough of skin and subcutaneous cell tissue NEC;<br/><span class=""tab-space""></span> Revision of pedicle or flap graft",,"debridement of: abdominal wall (<a href=""#http://id.who.int/ichi/entity/1367499131"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{12}-{PA}-{15532}"" title=""Debridement of abdominal wall"">PAL.JG.AA</a>);<br/> of bone (<a href=""#http://id.who.int/ichi/entity/583576321"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{10}-{MR}-{14730}"" title=""Debridement of bone, not elsewhere classified"">MRB.JG.AA</a>);<br/> of joints of hand (<a href=""#http://id.who.int/ichi/entity/982241759"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{10}-{MG}-{14354}"" title=""Debridement of finger or hand joint"">MGJ.JG.AA</a>);<br/> nail (bed) (fold) (<a href=""#http://id.who.int/ichi/entity/1651691877"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{9}-{LB}-{13767}"" title=""Debridement of nail, nail bed, or nail fold, toe"">LBF.JG.AA</a>);<br/> debridement of wound without incision (<a href=""#http://id.who.int/ichi/entity/1924617588"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{9}-{LZ}-{13844}"" title=""Debridement of skin and subcutaneous cell tissue, not elsewhere classified, without incision"">LZZ.JG.AH</a>)"
LZZ.JH.AA,"LZZ-Skin and subcutaneous cell tissue, unspecified",JH-Procurement,AA-Open approach,"Procurement of material for graft or flap, site not specified",Cutting and preparation of pedicle grafts or flaps;<br/> Elevation of pedicle from its bed;<br/> Excision of skin for graft;<br/> Excision of skin with closure of donor site;<br/> Extraction of fat for graft or banking;<br/> Flap design and raising;<br/> Harvest of fat for extraction of cells for future use;<br/> Partial cutting of pedicle or tube;<br/> Pedicle delay;<br/> Liposuction to harvest fat graft,,"pollicisation or digital transfer (<a href=""#http://id.who.int/ichi/entity/2145457956"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{12}-{PM}-{15635}"" title=""Reconstruction of finger"">PME.ML.AA</a>);<br/> revision of pedicle (<a href=""#http://id.who.int/ichi/entity/1693427808"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{9}-{LZ}-{13843}"" title=""Debridement of skin and subcutaneous cell tissue, not elsewhere classified, with incision"">LZZ.JG.AA</a>);<br/> that with graft at same operative episode (<a href=""#http://id.who.int/ichi/entity/1350253271"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{9}-{LZ}-{13855}"" title=""Reconstruction of skin and subcutaneous cell tissue, site unspecified"">LZZ.ML.AA</a>)"
LZZ.JI.AA,"LZZ-Skin and subcutaneous cell tissue, unspecified","JI-Excision, local",AA-Open approach,"Other local excision of lesion or tissue of skin and subcutaneous cell tissue, site not specified",,,
LZZ.JG.AH,"LZZ-Skin and subcutaneous cell tissue, unspecified",JG-Debridement,AH-External,"Debridement of skin and subcutaneous cell tissue, not elsewhere classified, without incision","Debridement NOS;<br/><span class=""tab-space""></span> Maggot therapy;<br/><span class=""tab-space""></span> Removal of devitalised tissue, necrosis and slough by such methods as:<br/><span class=""tab-space""></span> brushing;<br/><span class=""tab-space""></span> irrigation (under pressure);<br/><span class=""tab-space""></span> scrubbing;<br/><span class=""tab-space""></span> washing;<br/><span class=""tab-space""></span> water scalpel (jet):<br/><span class=""tab-space""></span> Vacuum dressing;<br/><span class=""tab-space""></span>",,"debridement of skin and subcutaneous tissue involving incision (<a href=""#http://id.who.int/ichi/entity/1693427808"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{9}-{LZ}-{13843}"" title=""Debridement of skin and subcutaneous cell tissue, not elsewhere classified, with incision"">LZZ.JG.AA</a>);<br/> epilation of eyelid (<a href=""#http://id.who.int/ichi/entity/1623483167"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{2}-{BA}-{11987}"" title=""Destruction of lesion of eyelid"">BAA.GA.AH</a>)"
LZZ.JL.AA,"LZZ-Skin and subcutaneous cell tissue, unspecified","JL-Excision, extended",AA-Open approach,"Radical excision of skin lesion, site not specified",Wide excision of skin lesion involving underlying or adjacent structure,,
LZZ.KD.AA,"LZZ-Skin and subcutaneous cell tissue, unspecified",KD-Transplantation,AA-Open approach,Hair transplant,Hair follicle transplant to eyebrow or eyelash,,
LZZ.JJ.AA,"LZZ-Skin and subcutaneous cell tissue, unspecified","JJ-Excision, partial",AA-Open approach,"Excision of lesion or tissue of skin and subcutaneous cell tissue, site not specified, not elsewhere classified",,,
LZZ.LA.AA,"LZZ-Skin and subcutaneous cell tissue, unspecified",LA-Occlusion,AA-Open approach,"Ligation of dermal appendage, site not specified",,,"excision of preauricular appendage (<a href=""#http://id.who.int/ichi/entity/300548278"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{3}-{CA}-{12162}"" title=""Excision of auricle of ear"">CAC.JJ.AA</a>)"
LZZ.LL.AA,"LZZ-Skin and subcutaneous cell tissue, unspecified",LL-Decrease size,AA-Open approach,"Size reduction plastic operation, site not specified",Liposuction;<br/> Reduction of adipose tissue of abdominal wall (pendulous),,
"<span class=""text-retired"" title=""Retired ICHI code"">LZZ.LB.AA</span>","LZZ-Skin and subcutaneous cell tissue, unspecified",LB-Reattachment,AA-Open approach,"<span class=""text-retired"" title=""Retired ICHI code"">Suture of skin and subcutaneous cell tissue not elsewhere classified</span>",Closure of wound NOS;<br/> Suture of wound NOS,"use of:<br/><span class=""tab-space""></span> Adhesives (surgical) (tissue);<br/><span class=""tab-space""></span> Staples;<br/><span class=""tab-space""></span> Sutures",application of adhesive strips (butterfly) - omit code
LZZ.JK.AA,"LZZ-Skin and subcutaneous cell tissue, unspecified","JK-Excision, total",AA-Open approach,"Total excision of lesion or tissue of skin and subcutaneous cell tissue, site not specified",,,
LZZ.MK.AA,"LZZ-Skin and subcutaneous cell tissue, unspecified",MK-Repair,AA-Open approach,"Other repair of skin and subcutaneous cell tissue, site not specified",Closure of wound NOS;<br/> Suture of wound NOS,"use of:<br/><span class=""tab-space""></span> adhesives (surgical) (tissue);<br/><span class=""tab-space""></span> staples;<br/><span class=""tab-space""></span> sutures",application of adhesive strips (butterfly) - omit code
LZZ.ML.AA,"LZZ-Skin and subcutaneous cell tissue, unspecified",ML-Reconstruction,AA-Open approach,"Reconstruction of skin and subcutaneous cell tissue, site unspecified","Advancement of pedicle graft;<br/><span class=""tab-space""></span> Artificial skin, NOS;<br/><span class=""tab-space""></span> Attachment of pedicle or flap graft to unspecified site;<br/><span class=""tab-space""></span> Attachment by:<br/><span class=""tab-space""></span> advanced flap;<br/><span class=""tab-space""></span> double pedicled flap;<br/><span class=""tab-space""></span> pedicle graft;<br/><span class=""tab-space""></span> rotating flap;<br/><span class=""tab-space""></span> sliding flap;<br/><span class=""tab-space""></span> tube graft;<br/><span class=""tab-space""></span> Autologous fat transplantation or transfer;<br/><span class=""tab-space""></span> Fat graft of skin and subcutaneous tissue, site not specified;<br/><span class=""tab-space""></span> Free skin graft, site not specified;<br/><span class=""tab-space""></span> Full-thickness skin graft to unspecified site;<br/><span class=""tab-space""></span> Heterograft to skin;<br/><span class=""tab-space""></span> Homograft to skin;<br/><span class=""tab-space""></span> Integumentary matrix implants;<br/><span class=""tab-space""></span> Micro-fat grafting;<br/><span class=""tab-space""></span> Other skin graft to unspecified site;<br/><span class=""tab-space""></span> Pedicle or flap graft, site not specified;<br/><span class=""tab-space""></span> Prosthetic implant of dermal layer of skin;<br/><span class=""tab-space""></span> Regenerate dermal layer of skin",,
LZZ.PM.ZZ,"LZZ-Skin and subcutaneous cell tissue, unspecified",PM-Education,ZZ-Other and unspecified means,"Education about skin and subcutaneous cell tissue, not elsewhere classified",Education about wound healing and wound care NOS,,"education  in looking after one's health (<a href=""#http://id.who.int/ichi/entity/1899778765"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{2}-{17}-{SM}-{16432}"" title=""Education in looking after one's health"">SMH.PM.ZZ</a>)"
LZZ.SI.ZZ,"LZZ-Skin and subcutaneous cell tissue, unspecified",SI-Preparation ,ZZ-Other and unspecified means,Preparation of skin,,,
LZZ.SN.AC,"LZZ-Skin and subcutaneous cell tissue, unspecified",SN-Management of internal device,AC-Per Orifice,"Management of internal device for skin and subcutaneous tissue, not elsewhere classified","Irrigation of wound catheter, site not specified",,
LZZ.ZY.ZZ,"LZZ-Skin and subcutaneous cell tissue, unspecified","ZY-Other action, not elsewhere classified",ZZ-Other and unspecified means,"Other interventions on integumentary system, not elsewhere classified","Management of wound NOS;<br/> Other diagnostic;<br/> therapeutic;<br/> managing;<br/> preventing;<br/> interventions on integumentary system, NEC;<br/> Wound care, NOS",,
LZZ.ZZ.ZZ,"LZZ-Skin and subcutaneous cell tissue, unspecified",ZZ-Unspecified action,ZZ-Other and unspecified means,Unspecified interventions on integumentary system,"Unspecified diagnostic;<br/> therapeutic, managing;<br/> preventing;<br/> interventions on integumentary system",,
MAA.AD.AA,MAA-Bone of cranium,AD-Biopsy,AA-Open approach,Biopsy of skull,,,
MAA.AD.AE,MAA-Bone of cranium,AD-Biopsy,AE-Percutaneous,Percutaneous biopsy of skull,Needle biopsy of skull,,
MAA.AB.AH,MAA-Bone of cranium,AB-Measurement,AH-External,Measurement of skull circumference,,,
MAA.BA.BB,MAA-Bone of cranium,BA-(Diagnostic) Imaging,BB-Radiation with contrast medium,Contrast radiogram of skull,Pneumocisternogram,,
MAA.BA.BC,MAA-Bone of cranium,BA-(Diagnostic) Imaging,"BC-Computerised tomography, not otherwise specified","Computerised tomography of cranium, not elsewhere classified","CT of cranium, NEC",,
MAA.AE.AH,MAA-Bone of cranium,AE-Inspection,AH-External,Transillumination of (infant) skull,,,
MAA.BA.BD,MAA-Bone of cranium,BA-(Diagnostic) Imaging,BD-Computerised tomography with contrast medium,Computerised tomography of cranium with intravenous contrast,CT of cranium with IV contrast,,
MAA.DL.AA,MAA-Bone of cranium,DL-Insertion [of assistive internal device],AA-Open approach,Insertion of skull tongs or halo traction device,,,
MAA.FA.AA,MAA-Bone of cranium,FA-Incision,AA-Open approach,Craniotomy,Cranial exploration;<br/> Cranial trephination;<br/> Craniotomy NOS;<br/> Craniotomy with removal of foreign body of skull;<br/> Incision of petrous pyramid air cells;<br/> Reopening of craniotomy site,,"removal of foreign body with incision into brain (<a href=""#http://id.who.int/ichi/entity/1049798832"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{1}-{AA}-{11692}"" title=""Removal of foreign body from brain tissue or cranial cavity"">AAA.JD.AA</a>)"
MAA.JD.AA,MAA-Bone of cranium,JD-Removal (of internal device or foreign body),AA-Open approach,Removal of foreign body from skull,Removal of device from skull;<br/> Removal of skull plate;<br/> Removal of skull tongs or halo traction device,,"removal with synchronous replacement (<a href=""#http://id.who.int/ichi/entity/1737811841"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{10}-{MA}-{13876}"" title=""Replacement of skull device"">MAA.KB.AA</a>)"
MAA.JG.AA,MAA-Bone of cranium,JG-Debridement,AA-Open approach,Debridement of skull not elsewhere classified,Debridement of compound fracture of skull,,"removal of granulation tissue of cranium (<a href=""#http://id.who.int/ichi/entity/1314068696"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{10}-{MA}-{13873}"" title=""Excision of lesion of skull"">MAA.JI.AA</a>)"
MAA.JI.AA,MAA-Bone of cranium,"JI-Excision, local",AA-Open approach,Excision of lesion of skull,Removal of granulation tissue of cranium,,
MAA.BA.BA,MAA-Bone of cranium,BA-(Diagnostic) Imaging,"BA-Radiation, not otherwise specified",X-ray of skull,Lateral projection of skull;<br/> Orthodontic cephalogram or cephalometrics;<br/> Sagittal projection;<br/> Tangential projection;<br/>,,
MAA.JJ.AA,MAA-Bone of cranium,"JJ-Excision, partial",AA-Open approach,Craniectomy,Linear craniectomy;<br/> Opening of cranial suture;<br/> Sequestrectomy of skull;<br/> Strip craniectomy,,"biopsy of skull (<a href=""#http://id.who.int/ichi/entity/1822390131"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{10}-{MA}-{13862}"" title=""Biopsy of skull"">MAA.AD.AA</a>)"
MAA.JJ.AD,MAA-Bone of cranium,"JJ-Excision, partial",AD-Per orifice endoscopic,Intranasal skull base resection,,,
MAA.KB.AA,MAA-Bone of cranium,KB-Change (of assistive product),AA-Open approach,Replacement of skull device,Replacement of skull tongs or halo traction device,,
MAA.LC.AA,MAA-Bone of cranium,LC-Set,AA-Open approach,Elevation of skull fracture fragments,,,"debridement of skull NOS (<a href=""#http://id.who.int/ichi/entity/1008999114"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{10}-{MA}-{13872}"" title=""Debridement of skull not elsewhere classified"">MAA.JG.AA</a>);<br/> removal of granulation tissue of cranium (<a href=""#http://id.who.int/ichi/entity/1314068696"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{10}-{MA}-{13873}"" title=""Excision of lesion of skull"">MAA.JI.AA</a>)"
MAA.FC.AA,MAA-Bone of cranium,FC-Release,AA-Open approach,Release of skull fracture,Decompression of skull fracture,,"debridement of skull NOS (<a href=""#http://id.who.int/ichi/entity/1008999114"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{10}-{MA}-{13872}"" title=""Debridement of skull not elsewhere classified"">MAA.JG.AA</a>);<br/> removal of granulation tissue of cranium (<a href=""#http://id.who.int/ichi/entity/1314068696"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{10}-{MA}-{13873}"" title=""Excision of lesion of skull"">MAA.JI.AA</a>)"
MAA.ML.AA,MAA-Bone of cranium,ML-Reconstruction,AA-Open approach,Cranial osteoplasty,Bone graft to skull;<br/> Cranioplasty;<br/> Formation of cranial bone flap;<br/> Insertion of skull plate;<br/> Pericranial graft (autogenous) (heterogenous);<br/> Repair of skull NOS;<br/> Repair of skull with flap;<br/> Replacement of skull plate;<br/> Revision of bone flap of skull,,
MAB.BA.BA,"MAB-Facial bone, unspecified",BA-(Diagnostic) Imaging,"BA-Radiation, not otherwise specified",X-ray of facial bone,X-ray of frontal area;<br/> X-ray of zygomaticomaxillary complex,,
MAB.DN.AA,"MAB-Facial bone, unspecified",DN-Implantation [of internal device],AA-Open approach,Insertion of device into facial bone,Alloplastic implant to facial bone;<br/> Insertion of synthetic implant in facial bone,,
MAB.FA.AA,"MAB-Facial bone, unspecified",FA-Incision,AA-Open approach,Incision of facial bone,Reopening of osteotomy site of facial bone,,"removal of internal fixation device (<a href=""#http://id.who.int/ichi/entity/405105367"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{10}-{MA}-{13886}"" title=""Removal of foreign body from facial bone"">MAB.JD.AA</a>)"
MAB.AD.AA,"MAB-Facial bone, unspecified",AD-Biopsy,AA-Open approach,Biopsy of facial bone,,,
MAB.GA.AA,"MAB-Facial bone, unspecified",GA-Destruction,AA-Open approach,Destruction of lesion of facial bone,,,"biopsy of facial bone (<a href=""#http://id.who.int/ichi/entity/243111931"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{10}-{MA}-{13881}"" title=""Biopsy of facial bone"">MAB.AD.AA</a>);<br/> excision of odontogenic lesion NOS (<a href=""#http://id.who.int/ichi/entity/1683694254"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{10}-{MA}-{13937}"" title=""Excision of lesion or tissue of mandible or jaw"">MAG.JI.AA</a>)"
MAB.JI.AA,"MAB-Facial bone, unspecified","JI-Excision, local",AA-Open approach,Local excision of lesion of facial bone,,,"biopsy of facial bone (<a href=""#http://id.who.int/ichi/entity/243111931"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{10}-{MA}-{13881}"" title=""Biopsy of facial bone"">MAB.AD.AA</a>);<br/> excision of odontogenic lesion NOS (<a href=""#http://id.who.int/ichi/entity/1683694254"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{10}-{MA}-{13937}"" title=""Excision of lesion or tissue of mandible or jaw"">MAG.JI.AA</a>)"
MAA.LD.AA,MAA-Bone of cranium,LD-Position,AA-Open approach,Open reduction of skull fracture,,,"debridement of skull NOS (<a href=""#http://id.who.int/ichi/entity/1008999114"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{10}-{MA}-{13872}"" title=""Debridement of skull not elsewhere classified"">MAA.JG.AA</a>);<br/> removal of granulation tissue of cranium (<a href=""#http://id.who.int/ichi/entity/1314068696"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{10}-{MA}-{13873}"" title=""Excision of lesion of skull"">MAA.JI.AA</a>)"
MAB.JJ.AA,"MAB-Facial bone, unspecified","JJ-Excision, partial",AA-Open approach,Partial excision of facial bone,Hemimaxillectomy (with bone graft or prosthesis);<br/> Partial ostectomy of other facial bone;<br/> Removal of necrotic bone chip from facial bone;<br/> Sequestrectomy of facial bone,,
MAB.JK.AA,"MAB-Facial bone, unspecified","JK-Excision, total",AA-Open approach,Total ostectomy of facial bone,,,
MAB.LD.AA,"MAB-Facial bone, unspecified",LD-Position,AA-Open approach,"Open reduction of facial bone, not elsewhere classified",Open reduction of facial fracture NOS;<br/> Open reduction of orbit rim or wall;<br/> Reposition of facial bone NOS,,"reconstruction of facial bone (<a href=""#http://id.who.int/ichi/entity/1218316142"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{10}-{MA}-{13896}"" title=""Reconstruction of facial bone, not elsewhere classified"">MAB.ML.AA</a>);<br/> reconstruction of mandible (<a href=""#http://id.who.int/ichi/entity/1577462912"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{10}-{MA}-{13945}"" title=""Total mandibulectomy with synchronous reconstruction"">MAG.ML.AA</a>);<br/> reconstruction of nose (<a href=""#http://id.who.int/ichi/entity/360148343"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{7}-{JA}-{12847}"" title=""Reconstruction of nose"">JAA.ML.AA</a>)"
MAB.JD.AA,"MAB-Facial bone, unspecified",JD-Removal (of internal device or foreign body),AA-Open approach,Removal of foreign body from facial bone,Removal of internal fixation device from facial bone,,"removal of dental wiring (<a href=""#http://id.who.int/ichi/entity/1857771972"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{8}-{KA}-{13102}"" title=""Removal of dental foreign body"">KAE.JD.AC</a>);<br/> removal of external mandibular fixation device NEC (<a href=""#http://id.who.int/ichi/entity/371990704"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{10}-{MA}-{13936}"" title=""Removal of external device or foreign body from mandible or jaw"">MAG.JD.AH</a>)"
"<span class=""text-retired"" title=""Retired ICHI code"">MAB.LD.AZ</span>","MAB-Facial bone, unspecified",LD-Position,AZ-Unspecified approach,"<span class=""text-retired"" title=""Retired ICHI code"">Reduction of facial bone, not elsewhere classified</span>","Reduction of facial fracture, NOS",,
MAB.LK.AA,"MAB-Facial bone, unspecified",LK-Increase size,AA-Open approach,Augmentation genioplasty,"Mentoplasty, NOS;<br/> Mentoplasty with graft or implant",,
MAB.LD.AH,"MAB-Facial bone, unspecified",LD-Position,AH-External,"Closed reduction of facial bone, not elsewhere classified",Closed reduction of facial fracture NOS;<br/> Closed reduction of orbit rim or wall;<br/> Reposition of facial bone NOS,,"reconstruction of facial bone (<a href=""#http://id.who.int/ichi/entity/1218316142"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{10}-{MA}-{13896}"" title=""Reconstruction of facial bone, not elsewhere classified"">MAB.ML.AA</a>);<br/> reconstruction of mandible (<a href=""#http://id.who.int/ichi/entity/1577462912"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{10}-{MA}-{13945}"" title=""Total mandibulectomy with synchronous reconstruction"">MAG.ML.AA</a>);<br/> reconstruction of nose (<a href=""#http://id.who.int/ichi/entity/360148343"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{7}-{JA}-{12847}"" title=""Reconstruction of nose"">JAA.ML.AA</a>)"
MAB.MK.AA,"MAB-Facial bone, unspecified",MK-Repair,AA-Open approach,"Repair of facial bone, not elsewhere classified",,,
MAB.ML.AA,"MAB-Facial bone, unspecified",ML-Reconstruction,AA-Open approach,"Reconstruction of facial bone, not elsewhere classified","Autogenous graft to facial bone;<br/> Bone graft to facial bone;<br/> Bone bank graft to facial bone;<br/> Heterogenous graft to facial bone;<br/> Osteoplasty of facial bone, NOS",,"total mandibulectomy (<a href=""#http://id.who.int/ichi/entity/1223350518"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{10}-{MA}-{13939}"" title=""Total mandibulectomy"">MAG.JK.AA</a>)"
MAC.AD.AA,MAC-Zygomatic bone,AD-Biopsy,AA-Open approach,Biopsy of zygoma,Biopsy of zygomatic arch,,
MAB.LL.AA,"MAB-Facial bone, unspecified",LL-Decrease size,AA-Open approach,Reduction genioplasty,Reduction mentoplasty,,
MAC.BA.BA,MAC-Zygomatic bone,BA-(Diagnostic) Imaging,"BA-Radiation, not otherwise specified",X-ray of zygoma,,,
MAC.JD.AA,MAC-Zygomatic bone,JD-Removal (of internal device or foreign body),AA-Open approach,Removal of foreign body from zygoma,Removal of device from zygoma,,
